Filename,Line,Size (bytes),Count
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/ticker.py,450,464,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/_config/config.py,632,464,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,850,456,9
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,953,456,6
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tracemalloc.py,501,456,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tracemalloc.py,369,456,1
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/warnings.py,130,454,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/printing.py,31,451,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/_config/config.py,153,449,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,1137,440,1
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tracemalloc.py,59,440,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,437,432,9
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,436,432,9
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,435,432,9
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/iostream.py,527,432,6
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/frame.py,4585,432,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tracemalloc.py,63,432,1
/var/folders/gk/qhk8w9w54t73z8lpmqkd7m280000gn/T/ipykernel_7461/2186666276.py,3,424,1
/var/folders/gk/qhk8w9w54t73z8lpmqkd7m280000gn/T/ipykernel_7461/173496355.py,33,424,1
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/fnmatch.py,42,424,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/numeric.py,1373,418,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/lib/_shape_base_impl.py,662,416,13
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/flags.py,52,416,8
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/ticker.py,192,416,8
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,522,416,8
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/events.py,80,416,8
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/artist.py,147,416,3
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tracemalloc.py,207,416,1
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tracemalloc.py,53,416,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/numeric.py,1437,404,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/apply.py,1281,393,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/range.py,1009,391,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,1052,388,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,582,385,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/font_manager.py,844,384,16
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/lines.py,380,384,8
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/weakref.py,54,384,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/string.py,119,378,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,1343,374,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,779,372,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/history.py,796,370,7
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/threading.py,247,368,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/base.py,1371,366,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,837,360,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/base.py,397,360,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,403,360,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/apply.py,1643,353,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/ticker.py,2167,352,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/ticker.py,2055,352,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,1412,351,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/blocks.py,2713,344,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,1707,340,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,137,336,14
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,1847,336,8
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/markers.py,254,336,7
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,199,336,6
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/weakref.py,376,336,6
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/dtypes/cast.py,1599,336,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/fromnumeric.py,57,336,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,1834,336,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,226,336,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,224,336,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,1575,336,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/_methods.py,76,326,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/frame.py,4514,321,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/tornado/queues.py,248,320,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,745,320,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/base_events.py,424,320,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/series.py,1220,318,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,208,318,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,224,304,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/series.py,607,298,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/jupyter_client/session.py,1085,296,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/kernelbase.py,770,296,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/generic.py,12459,295,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/ops/array_ops.py,240,293,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/text.py,1228,288,12
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/flags.py,53,288,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/ticker.py,2077,288,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexers/utils.py,239,288,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/nanops.py,455,286,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,2215,280,5
/Users/elifohri/Documents/mobile-env/mobile_env/core/movement.py,81,280,5
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,817,280,5
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/printing.py,525,280,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/_methods.py,108,280,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/nanops.py,111,277,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/base.py,5295,277,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,3480,272,6
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/ticker.py,2041,272,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/range.py,421,270,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/nanops.py,76,267,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/base.py,1768,267,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,531,266,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/frame.py,12675,265,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/series.py,2691,264,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,686,261,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/fromnumeric.py,3476,258,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,3473,256,5
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/generic.py,282,256,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/generic.py,281,256,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backends/backend_agg.py,226,256,4
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/events.py,33,256,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,1671,256,2
/var/folders/gk/qhk8w9w54t73z8lpmqkd7m280000gn/T/ipykernel_7461/173496355.py,29,256,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/common.py,301,247,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/movement.py,53,245,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/apply.py,1070,242,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/movement.py,74,240,10
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,1020,240,5
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/transforms.py,2344,240,5
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/decorator.py,232,240,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,3077,240,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/base.py,1448,239,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/range.py,268,234,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/zmqshell.py,549,232,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,2109,232,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/zmq/sugar/socket.py,802,232,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/nanops.py,187,232,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/gridspec.py,355,232,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/font_manager.py,1294,232,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/nanops.py,324,231,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,351,230,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/blocks.py,414,227,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,544,227,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/numeric.py,361,224,14
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,2270,224,4
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tokenize.py,608,224,4
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tokenize.py,509,224,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,2668,224,3
/Users/elifohri/Documents/mobile-env/mobile_env/core/schedules.py,100,223,2
/Users/elifohri/Documents/mobile-env/mobile_env/handlers/smart_city_handler.py,50,218,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,1068,216,6
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,1042,216,6
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,988,216,6
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,962,216,6
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/compilerop.py,171,216,3
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,735,216,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/nanops.py,604,215,2
/Users/elifohri/Documents/mobile-env/mobile_env/handlers/smart_city_handler.py,34,210,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/range.py,209,208,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/base.py,662,208,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/mathtext.py,58,208,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,217,208,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,246,208,4
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tracemalloc.py,315,208,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/range.py,244,208,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/weakref.py,62,208,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/futures.py,391,208,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/futures.py,413,200,5
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/util/_validators.py,226,199,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/_config/config.py,471,198,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,1397,196,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,1548,194,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backends/backend_agg.py,225,192,8
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/generic.py,356,192,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/generic.py,283,192,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/spines.py,446,192,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/spines.py,86,192,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/jupyter_client/jsonutil.py,73,192,3
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/concurrent/futures/_base.py,319,192,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/blocks.py,1260,192,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/generic.py,4757,190,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/util/_decorators.py,325,188,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/base.py,7031,187,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/apply.py,1102,187,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/nanops.py,389,185,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/logger.py,89,185,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/logger.py,68,185,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/zmq/eventloop/zmqstream.py,694,184,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/printing.py,60,184,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/printing.py,59,184,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/figure.py,3237,184,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backends/backend_agg.py,131,178,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/ipkernel.py,449,176,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,3196,176,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,1652,172,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,765,172,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,557,171,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,2305,168,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/text.py,1010,168,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/patches.py,439,168,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/figure.py,80,168,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/colors.py,307,168,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/string.py,189,168,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,705,168,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,704,168,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,601,168,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,600,168,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/transforms.py,2671,168,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,536,168,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/threading.py,93,168,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/dtypes/missing.py,313,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/fromnumeric.py,1200,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,1845,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,218,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,2157,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,2153,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,2149,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,2054,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,1588,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,881,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,1118,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,1004,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,983,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,456,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,395,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,3464,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,557,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/artist.py,1233,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/_api/__init__.py,85,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/formatters.py,340,168,1
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,481,168,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/series.py,6418,166,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/ops/array_ops.py,594,166,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,939,166,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/nanops.py,1083,165,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,817,163,2
/Users/elifohri/Documents/mobile-env/mobile_env/handlers/smart_city_handler.py,231,161,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/ticker.py,2164,160,10
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,115,160,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axes/_base.py,2488,160,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/kernelbase.py,775,160,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/warnings.py,163,160,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/frame.py,1376,160,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/string.py,89,158,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/console.py,79,154,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/tracemalloc.py,203,154,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/textpath.py,27,152,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/console.py,9,149,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/apply.py,82,145,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/dtypes/cast.py,138,144,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/markers.py,777,144,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/markers.py,771,144,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/markers.py,763,144,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/markers.py,757,144,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,852,144,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,283,144,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/frame.py,4481,144,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/text.py,70,144,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/gridspec.py,763,144,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,2637,144,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/iostream.py,722,144,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/weakref.py,66,144,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/weakref.py,63,144,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/abc.py,123,144,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/data_process.py,86,143,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/_config/config.py,886,142,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/backend_bases.py,2681,136,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/kernelbase.py,570,136,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,3466,136,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,3210,136,1
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/futures.py,384,136,1
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/futures.py,378,136,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/series.py,6123,135,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/base.py,674,132,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,432,130,3
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/blocks.py,796,128,4
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/internals/managers.py,2006,128,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/range.py,211,128,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/indexes/base.py,664,128,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/cbook.py,220,128,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,678,128,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/matplotlib/axis.py,677,128,2
/Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/re.py,312,128,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,560,128,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/numpy/_core/arrayprint.py,479,128,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,1349,126,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/io/formats/format.py,425,126,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/core/frame.py,1310,125,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,485,123,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/pandas/_config/config.py,899,121,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/movement.py,80,120,5
/Users/elifohri/Documents/mobile-env/mobile_env/core/movement.py,79,120,5
/Users/elifohri/Documents/mobile-env/mobile_env/core/movement.py,58,120,5
/Users/elifohri/Documents/mobile-env/mobile_env/core/movement.py,57,120,5
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/history.py,60,120,2
/Users/elifohri/Documents/mobile-env/mobile_env/core/base.py,725,120,2
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/kernelbase.py,545,120,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/kernelbase.py,534,120,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/kernelbase.py,435,120,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/ipkernel.py,362,120,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/ipykernel/iostream.py,121,120,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,3490,120,1
/Users/elifohri/Library/Python/3.9/lib/python/site-packages/IPython/core/interactiveshell.py,3308,120,1
